,amazon_title,amazon_author,amazon_rating,amazon_reviews count,amazon_isbn-10,amazon_price
2678,Sapiens: A Brief History of Humankind,by Yuval Noah Harari,4.6,1634.0,0099590085,249.0
2679,How to Win Friends and Influence People,by Dale Carnegie,4.5,2640.0,8192910997,79.0
2680,Inner Engineering: A Yogi’s Guide to Joy,by Sadhguru,4.7,1250.0,0143428845,166.0
2682,Notes for Healthy Kids,by Rujuta Diwekar,4.7,33.0,9387894525,234.0
2684,My First Library: Boxset of 10 Board Books for Kids,by Wonder House Books Editorial,4.6,95.0,9387779262,499.0
2685,Who Will Cry When You Die?,by Robin Sharma,4.4,2796.0,8179922324,103.0
2687,Informatics Practices A Text Book for Class 11 (2018-2019) Session,by Sumita Arora,4.6,8.0,8177002325,495.0
2688,This Is Not Your Story,by Savi Sharma,4.5,2175.0,9386224399,103.0
2690,"Brain Boosting Activity Book: Match the Pair, Find the Difference, Maze, Crossword...",by Na,4.4,50.0,9350896524,77.0
2691,The Perfect Us,by Durjoy Datta,4.7,425.0,0143426591,103.0
2693,RRB JE Study Guide 2019 Stage 1,by Arihant Experts,5.0,2.0,9313169797,180.0
2694,The Intelligent Investor (English) Paperback – 2013,by Benjamin Graham,4.3,1090.0,0062312685,399.0
2695,The Diary of a Young Girl,by Anne Frank,4.5,754.0,8193387600,59.0
2696,Ram - Scion of Ikshvaku (Book 1 - Ram Chandra Series): 2015 Edition with Updated...,by Amish Tripathi,4.1,4645.0,9385152149,214.0
2698,My First Book of Patterns Pencil Control: Patterns Practice book for kids (Pattern...,by Wonder House Books Editorial,4.5,86.0,9387779319,99.0
2700,The Jungle Book,by Rudyard Kipling,4.5,17.0,8193387694,49.0
2701,Diary of A Wimpy Kid: The Meltdown (Book 13) (Diary of a Wimpy Kid 13),by Jeff Kinney,4.7,290.0,0141378204,223.0
2702,Emotion and Relationships,by Sadhguru,4.7,124.0,9386867508,143.0
2704,Shapes Colouring Book: Creative Crayons Series - Crayon Copy Colour Books,by Wonder House Books Editorial,4.5,11.0,9387779750,46.0
2705,APPUCOCO Book Shelf Wall Mounted Heavy Duty Metal Invisible Book Shelves 3 Piece...,by APPUCOCO,4.5,58.0,B07H95V416,599.0
2706,Adolf Hitler: A Life From Beginning to End (World War 2 Biographies Book 1),by Hourly History,4.1,593.0,B01M2Y9QZE,199.0
2707,RRB (Railway Recruitment Board) 2019 - Junior Engineer CBT -I & II - Mechanical...,by GKP,3.6,16.0,9388426797,613.0
2708,The PCOD - Thyroid Book - Compiled From Women and the Weight Loss Tamasha,by Rujuta Diwekar,4.0,302.0,938572441X,170.0
2709,"Don't Lose Your Mind, Lose Your Weight",by Rujuta Diwekar,4.5,1003.0,8184001053,121.0
2710,1984,by George Orwell,4.4,739.0,8192910903,78.0
2711,"I Too Had a Love Story, Book 1",by Ravinder Singh,4.5,1915.0,0143418769,179.0
2713,One Indian Girl,by Chetan Bhagat,3.6,4934.0,8129142147,97.0
2714,Mandala Colouring for Kids - Book 2,by Dreamland Publications,4.4,24.0,935089792X,66.0
2716,Tom Gates Book #2: Excellent Excuses Cand Other Good Stuff,by Tom Gates,4.8,76.0,9351033007,157.0
2717,Believe in Yourself,by Dr. Joseph Murphy,4.1,460.0,8183225098,71.0
2719,Capital Letters ABC: Write and practice Capital Letters A to Z book for kids...,by Wonder House Books Editorial,4.3,35.0,9386538628,43.0
2720,Man's Search for Meaning,by Viktor E Frankl,4.3,709.0,1846041244,176.0
2721,"Standard My Sketch Book, Artist Pad",by Standard,4.3,147.0,B01BF5I2Y4,265.0
2722,National Geographic Little Kids First Big Book of How (National Geographic Little...,by Jill Esbaum,4.6,17.0,1426323298,699.0
2724,Colouring Book of Animals: Creative Crayons Series - Crayon Copy Colour Books,by Wonder House Books Editorial,4.3,7.0,9387779718,49.0
2725,365 Bedtime Stories,by Om Books,3.8,188.0,8187107537,331.0
2726,The Going to Bed Book (Boynton Board Books),by Sandra Boynton,4.1,29.0,0671449028,250.0
2727,"Melissa & Doug Water Wow Coloring Book Vehicles,Multicolor",by Melissa & Doug,4.4,236.0,B009B7F6CA,309.0
2728,My Activity- Dot to Dot Activity Book,by Dreamland Publications,4.6,18.0,9350898918,59.0
2730,Train Your Brain Puzzles - Book A,by Arihant Experts,4.4,35.0,9352512421,56.0
2731,Easy Read Portable Book Reading Holder Stand - Grey Colour,by Easy Read,4.4,10.0,B07HRKG8LV,499.0
2732,Home Buy Portable Pu Leather Earrings Storage Collection Book Jewelry Display...,by HOME BUY,4.6,7.0,B07GKRJQQY,510.0
2733,"RRB Junior Engineer 2018-19 : Chapter-wise & Year-wise Solved Papers
2014 & 15...",by GKP,4.4,22.0,9388182561,299.0
2734,I Am Watching You,by Teresa Driscoll,3.9,45.0,B06Y1264PX,114.0
2736,The Book of Faith,by Navjot Gautam - Import,5.0,25.0,9387944956,303.0
2737,The Prophet,by Kahlil Gibran,4.5,242.0,817234354X,69.0
2738,Word Power Made Easy,by Norman Lewis - Print,4.4,5647.0,8183071007,105.0
2739,"Gita Press Books Wooden Rudraksh Mala 108+1 Beads, 5 mm, Brown",by Gita Press Books,3.0,1.0,B079VMQ5DG,139.0
2740,Istore Portable LED Panel Night Reading Book,by istore,,,B07ML81XL6,289.0
2741,RRB (Railway Recruitment Board) 2019 - Junior Engineer CBT -I & II - Civil Engineering,by GKP,4.1,10.0,9388426843,541.0
2742,How to Stop Worrying and Start Living: Time-Tested Methods for Conquering Worry,by Dale Carnegie,4.5,628.0,8175993952,88.0
2744,Heat And Mass Transfer Data Book (Multi Colour Edition),by C.P. Kothandaraman,4.3,53.0,9386649306,184.0
2745,Nursery Rhymes Board Book (My First Book Series): Illustrated Classic Nursery...,by Wonder House Books Editorial,4.3,8.0,9388144201,169.0
2747,My Activity- Crossword Activity Book,by Dreamland Publications,4.3,19.0,9350898969,59.0
2748,"Wallfurn Marvel Wall Shelf/Book Shelf for Living Room, Bedroom, Home Decor, Set...",by Wallfurn,,,B07MJ36C4C,899.0
2749,Cursive Writing Book (Small Letters) - Part B,by Dreamland Publications,4.6,58.0,1730127177,59.0
2750,Titanic: The Story Of The Unsinkable Ship,by Hourly History,4.3,92.0,B01DTBHSUQ,199.0
2751,Thoughts to Inspire: Swami Vivekanand,by Swami Vivekanand,4.3,6.0,9387585085,79.0
2752,The Book of Woman,by Osho,4.5,111.0,0143420615,248.0
2753,"Colouring Book of Transport (Cars, Trains, Airplane and more): Creative Crayons...",by Wonder House Books Editorial,4.1,7.0,9387779769,49.0
2754,Veronika Decides to Die,by Paulo Coelho,4.4,202.0,8172235437,186.0
2755,RRB Junior Engineer JE(IT) DMS and CMA Stage 1 Exam Books in Tamil,by V.V.K SUBBURAJ,1.5,2.0,938761297X,310.0
2756,Black Holes: The Reith Lectures,by Stephen Hawking,4.3,314.0,085750357X,89.0
2757,Sex Video: Sweet Revenge (Interracial Romance set in South Africa Book 1),by Diane Ludlow,2.3,280.0,B00L5V9KQS,194.0
2758,A Girl to Remember,by Ajay K Pandey,4.7,211.0,9387022390,90.0
2759,"My First 1000 Words: Early Learning Picture Book to learn Alphabet, Numbers,...",by Wonder House Books Editorial,4.5,6.0,9388144112,179.0
2760,Life is What You Make It,by Preeti Shenoy,4.0,2859.0,9380349300,75.0
2762,Princess Colouring Book (Giant Book Series): Jumbo Sized Colouring Books (Giant...,by Wonder House Books Editorial,4.7,29.0,9387779424,93.0
2763,Miracles of Your Mind,by Dr. Joseph Murphy,4.2,218.0,8183225101,72.0
2764,International Mathematics Olympiad Work Book (IMO) - Class 6 for 2018-19,by Mahabir Singh,4.5,38.0,9387351742,60.0
2766,Mermaid Colouring Book (Giant Book Series): Jumbo Sized Colouring Books (Giant...,by Wonder House Books Editorial,4.6,6.0,9387779416,99.0
2767,Animal Farm,by George Orwell,4.5,143.0,8193387643,39.0
2769,ABC Capital Letters Writing (Pre-School Picture Books),by Dreamland Publications,4.2,93.0,1730157750,51.0
2770,International Mathematics Olympiad Work Book (IMO) - Class 2 for 2018-19,by Mahabir Singh,4.2,61.0,938735170X,76.0
2772,Olympiad Books Practice Sets -  Science Class 7 for 2018 - 19,by Arihant Experts,4.9,11.0,9352034015,90.0
2773,Amazon Brand - Solimo Board Books for Kids (Set of 10),by Solimo,4.5,103.0,B07BF3T95C,449.0
2774,101 Fairy Tales Book,by Dreamland Publications,4.0,6.0,9387971473,128.0
2775,Olympiad Books Practice Sets -  Science Class 7 for 2018 - 19,by Arihant Experts,4.9,11.0,9352034015,90.0
2776,Amazon Brand - Solimo Board Books for Kids (Set of 10),by Solimo,4.5,103.0,B07BF3T95C,449.0
2777,Immortals of Meluha (The Shiva Trilogy Book 1),by Amish Tripathi,4.6,2632.0,B008593O8S,109.0
2778,101 Fairy Tales Book,by Dreamland Publications,4.0,6.0,9387971473,128.0
2779,The Great Gatsby,by F. Scott Fitzgerald,4.1,338.0,8172344562,47.0
2780,Indian Share Market for Beginners: Indian Stock Market Basics (Investing in India...,by Vipin Kats,3.7,67.0,B00C67TJDE,49.0
2781,Sita: Warrior of Mithila (Ram Chandra),by Amish Tripathi,4.3,1813.0,9386224585,226.0
2782,APPUCOCO MS Metal Bookend for Office - 2 Per Pack/Black,by APPUCOCO,4.6,27.0,B07GS5Y9CD,279.0
2783,Dot-to-Dot Activity Book 1,by Dreamland Publications,4.4,92.0,1730176038,59.0
2784,The Leader Who Had No Title,by Robin Sharma,4.4,393.0,8184951191,189.0
2785,The Most Powerful Goal Achievement System in the World ™: The Hidden Secret to...,by Mike Pettigrew,4.2,20.0,B075FD3NK4,19.0
2786,Cursive Writing Book (Capital Letters) - Part A,by Dreamland Publications,4.2,37.0,9350890305,59.0
2787,Will You Still Love Me?,by Ravinder Singh,4.5,289.0,0143429361,94.0
2788,lovelyhome LED Book Lights and a Rechargeable Clip on Lightwith 3 Lighting Modes...,by lovelyhome,4.1,54.0,B07GBQQFPT,799.0
2789,365 Colouring Book,by Dreamland Publications,4.1,78.0,9350895668,175.0
2790,"Nightingale Office Series Landscape Visitors Book - 192 Pages, A Design, A4",by Nightingale,4.1,7.0,B00QFDXJTU,336.0
2792,20 Practice Sets for NIACL AO (Administrative Officers) Preliminary Exam with...,by Disha Experts,,,9388373650,158.0
2793,Playgro Girls Garden Bath Book (Multicolor),by Playgro,4.3,11.0,B00VX7KVY4,224.0
2794,International Mathematics Olympiad Work Book (IMO) - Class 5 for 2018-19,by Mahabir Singh,4.4,47.0,9387351734,60.0
2796,Cursive Writing Book (Joining Letters) - Part 1,by Dreamland Publications,4.1,44.0,1730127258,58.0
2798,Fruit (Lovely Board Book),by Dreamland Publications,4.3,65.0,1730165265,44.0
2799,Arihant Quantum CAT - Quantitative Aptitude Book,,5.0,4.0,B010WAB2CC,635.0
2801,Physics TextBook Part - 2 for Class - 11  - 11087,by NCERT,3.9,77.0,8174505660,105.0
2802,Spoken English & Grammar: A Self Learning Book Made Simple For All.,by NEO,4.6,22.0,B01CCZUS3E,99.0
2803,Tom Gates Book #3: Everythings Amazing,by Tom Gates,4.8,55.0,9351033015,157.0
2804,The History of India for Children - Vol. 1,by Archana Garodia Gupta,4.5,15.0,9350098458,239.0
2805,Tom Gates Book #1: The Brilliant World of Tom Gates,by Tom Gates,4.6,95.0,935103299X,177.0
2806,The Boy in the Striped Pyjamas (Definitions),by John Boyne,4.6,134.0,1862305277,350.0
2807,"Little Artist Copy Colouring Pack: Set of 8 books (Birds, Sea Animals, Fruits...",by Wonder House Books Editorial,4.6,10.0,938814404X,279.0
2808,Writing Practice A Set Of 4 Books (Writing Fun Pack): Write And Practice Capital...,by Wonder House Books Editorial,3.9,23.0,9387779777,169.0
2809,International Mathematics Olympiad Work Book (IMO) - Class 4 for 2018-19,by Mahabir Singh,4.3,57.0,9387351726,60.0
2810,Handbook of Food and Nutrition by Dr. Swaminathan,by THE BANGALORE PRESS,,,B077JHRVQN,390.0
2812,GATE 2019 Aerospace Engineering  - 12 Years' Section-wise Solved Paper 2007-18,by Biplab Sadhukhan,4.5,10.0,9388182839,330.0
2813,Where Is Baby's Belly Button? (Karen Katz Lift-the-Flap Books),by Karen Katz,4.4,107.0,0689835604,250.0
2814,International Mathematics Olympiad Work Book (IMO) - Class 3 for 2018-19,by Mahabir Singh,4.4,108.0,9387351718,60.0
2816,ABC (My Small Board Book),by Dreamland Publications,4.3,49.0,8184510829,49.0
2817,Olympiad Books Practice Sets -  Mathematics Class 6 for 2018 - 19,by Arihant Experts,4.5,15.0,9352033973,52.0
2818,My Journey: Transforming Dreams into Actions,by A.P.J. Abdul Kalam,4.7,587.0,8129124912,180.0
2819,The Definitive Book of Body Language,by Allan Pease,4.4,137.0,8183220142,255.0
2821,"Nature, Garden and Forest: Colouring Books for Adults with Tear Out Sheets (Adult...",by Wonder House Books Editorial,4.8,27.0,938653858X,159.0
2822,Little Artist Series Cars: Copy Colour Books,by Wonder House Books Editorial,,,938777998X,49.0
2823,Little Kids First Big Book of Animals (First Big Book) (National Geographic Little...,by Catherine D. Hughes,4.6,95.0,1426307047,296.0
2824,Mandala Art: Colouring Books for Adults with Tear Out Sheets (Adult Colouring...,by Wonder House Books Editorial,4.6,13.0,9386538601,148.0
2825,The Secret,by Rhonda Byrne,4.5,1606.0,1847370292,412.0
2826,Picture Books Collection for Early Learning (Set of 12),by E C Axus,4.1,531.0,B01M0QGF0P,260.0
2827,The Wedding Tamasha (The Menon Women Book 1),by Sudha Nair,4.0,161.0,B07647ZC2Z,19.0
2828,Diary of a Wimpy Kid: Old School (Book 10),by Jeff Kinney,4.7,783.0,0141370610,175.0
2829,"Pindia Wood Book Stand Cover Case (12.5 inch x 12.5 inch, Brown)",by Pindia,3.6,75.0,B00GMELNI6,182.0
2830,Target VITEEE 2019 - Past 13 Years (2018-2006) Solved Papers + 10 Mock Tests,by Disha Experts,5.0,1.0,9388240103,262.0
2831,Palm Beach Predator (Charlie Crawford Palm Beach Mysteries Book 6),by Tom Turner,4.0,1.0,B07GJMZ6FZ,399.0
2832,Target High - 4th Edition,by Muthuvenkatachalam S / Ambili M Venugopal,4.6,26.0,B07J9HY648,939.0
2833,The Book of Joy,by Dalai Lama,4.7,35.0,178633044X,401.0
2834,The Little Book of Hygge (Penguin Life),by Meik Wiking,4.1,17.0,0241283914,434.0
2835,Small Letters ABC: Write and practice Small Letters a to z books for kids (Writing...,by Wonder House Books Editorial,3.8,26.0,9386538636,49.0
2836,The Best of Panchatantra,by Rungeen Singh,4.2,160.0,8189852485,53.0
2838,International Mathematics Olympiad Work Book (IMO) - Class 7 for 2018-19,by Mahabir Singh,4.4,35.0,9387351750,60.0
2839,"Amazon Brand - Solimo Board Books Set of 5 books (ABC, Numbers, Fruits, Vegetables...",by Solimo,4.0,8.0,B07G1YPKM7,299.0
2840,My Activity- ABC Colouring Book,by Dreamland Publications,4.6,29.0,9350898853,59.0
2841,Refreshing Mandala - Colouring Book for Adults Book 1,by Dreamland Publications,4.6,284.0,9350897601,160.0
2842,Mandala: Colouring Books for Adults with Tear Out Sheets (Adult Colouring Book),by Wonder House Books Editorial,4.4,40.0,938653861X,145.0
2843,SEGGO Filter Tips Full Box Roach Book Pad for OCB Rolling Paper,by SEGGO,5.0,1.0,B07HP7LDDL,299.0
2844,Dot to Dot Activity Book 3,by Dreamland Publications,4.3,17.0,1730176208,56.0
2846,Copy Colour: Fruits (Copy Colour Books),by Dreamland Publications,4.2,149.0,1730174841,39.0
2847,"Brustro Artists' Sketch Book Wiro Bound A5-160 GSM , 120 pages Acid free",by Brustro,4.2,383.0,B00PP6RH9G,297.0
2848,My First Book of Fruits: First Board Book (My First Books),by Wonder House Books Editorial,5.0,3.0,9386538504,49.0
2849,The Magic,by Rhonda Byrne,4.6,602.0,1849838399,230.0
2850,The Hidden Oracle (The Trials of Apollo Book 1),by Rick Riordan,4.6,209.0,0141363924,273.0
2851,My First Book of Fruits: First Board Book (My First Books),by Wonder House Books Editorial,5.0,3.0,9386538504,49.0
2852,"Brustro Artists' Sketch Book Wiro Bound A5-160 GSM , 120 pages Acid free",by Brustro,4.2,383.0,B00PP6RH9G,297.0
2853,The Hidden Oracle (The Trials of Apollo Book 1),by Rick Riordan,4.6,209.0,0141363924,273.0
2854,The Magic,by Rhonda Byrne,4.6,602.0,1849838399,230.0
2855,Little Kids First Big Book of Why (First Big Book) (National Geographic Little...,by Amy Shields,4.4,105.0,1426307934,393.0
2857,Dc Dutta'S Textbook Of Gynecology With Dvd-Rom,by Konar Hiralal,4.2,64.0,9385891596,820.0
2858,science class 10 ncert text book,,,,B07DGWM1DD,294.0
2860,RRB (Railway Recruitment Board) 2019 - Junior Engineer CBT -I & II - Electrical...,by GKP,3.6,11.0,938842686X,575.0
2861,A Competitive Book of Agriculture,by Nem Raj Sunda,4.1,44.0,B0762JWHQV,290.0
2862,"Fisher Price 1-to-5 Activity Book, Multi Color",by Fisher-Price,4.1,7.0,B077HYHBKP,469.0
2863,Dnyandeep Year Book 2019 - January 2018 to December 2018,by Mithun Rukmini Ramhari Bhosale,,,B07MM9Y4VV,247.0
2865,Accounting and Finance for Bankers,by Med,4.5,248.0,9350598485,352.0
2866,Olympiad Books Practice Sets -  Mathematics Class 5 for 2018 - 19,by Arihant Experts,4.1,27.0,9352512065,55.0
2867,Fear Not: Be Strong,by Swami Tathagatananda,3.1,20.0,8175054034,35.0
2868,Cambridge IELTS 11 General Training Student's Book with answers: Authentic Examination...,by Cambridge University Press - Student Edition,3.1,6.0,1316503887,125.0
2869,A Book of Simple Living,by Ruskin Bond,4.8,61.0,819307100X,291.0
2870,The Official Cambridge Guide To Ielts Student's Book With Answers With Dvd Rom,by Pauline Cullen,4.1,372.0,110744277X,448.0
2871,10-Minute Mindfulness: 71 Habits for Living in the Present Moment (Mindfulness...,by S.J. Scott,4.0,19.0,B071HVMVVR,117.0
2872,Mandala Colouring for Kids - Book 1,by Dreamland Publications,4.3,34.0,9350897911,70.0
2873,The Book of Indian Birds,by Salim Ali,4.5,146.0,0195665236,451.0
2874,My Activity- Find the Difference Activity Book,by Dreamland Publications,4.4,34.0,935089887X,59.0
2875,The History of India for Children - Vol. 2,by Archana Garodia Gupta,4.6,10.0,9351952533,239.0
2876,2nd Activity Book - Logic Reasoning (Kid's Activity Books),by Dreamland Publications,4.4,124.0,8184513739,78.0
2878,1st Activity Book - English (Kid's Activity Books),by Dreamland Publications,4.4,158.0,8184513690,84.0
2880,Aughad / औघड़,by Nilotpal Mrinal,3.8,4.0,9387464504,150.0
2881,Eclipse,by Stephenie Meyer,4.3,92.0,1904233910,447.0
2882,MPSC Maharashtracha Bhugol Tricks Book,by Rajesh Meshe,,,B07KVKVGLG,143.0
2884,Social and Political Life Part - 3 TextBook Social Science for Class - 8  - 860,by NCERT,4.0,49.0,8174508252,55.0
2885,"Homeopathy Booklet in Hindi SBL Surakshit aur Asardar, Guide to SBL medicines...",by homeomart.com,,,B07MJKTFDZ,75.0
2886,Computer Science With Practice Book Textbook for Class 11 (2018-2019) Session...,by Sumita Arora,4.2,29.0,8177002309,495.0
2887,How to take decisions (Management Sutras Book 5),by Devdutt Pattanaik,4.2,237.0,B01MSOUWC3,10.0
2888,Pepper Series Set 1 (Set of 6 Books) (Pepper Books),by NA,4.3,20.0,B01E2JHV42,269.0
2889,"Fiestar Plastic Book Light with Paper Clip and Super Bright LEDs for Home, Offices...",by Fiestar,3.7,35.0,B073WVHBYY,349.0
2890,Lift the Flap Busy Zoo (Lift the Flap Book),by Ladybird,4.5,89.0,1409308553,280.0
2891,Cursive Writing Book (Words) - Part 2,by Dreamland Publications,4.4,25.0,1730127339,63.0
2893,Bankers' Handbook on Credit Management (IIBF),by Indian Institute of Banking & Finance,4.1,18.0,9387957853,730.0
2894,International Mathematics Olympiad Work Book (IMO) - Class 1 for 2018-19,by Mahabir Singh,4.4,57.0,9387351696,76.0
2895,The Philosophy Book (Big Ideas),by DK,4.6,25.0,1405353295,609.0
2897,Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children),by Ransom Riggs - Illustrated,4.2,43.0,1594746036,220.0
2898,ESIC Nursing Staff Exam Books Study Materials,by A Panel of Authors,2.0,2.0,9387612937,229.0
2899,"Zero to One: Note on Start Ups, or How to Build the Future",by Peter Thiel,4.3,1031.0,0753555190,254.0
2900,Cursive Writing Book (Set of 7 Books),by Dreamland Publications,4.3,101.0,8184518218,441.0
2902,The Earth Our Habitat - Textbook Social Science for Class - 6  - 656,by NCERT,4.0,55.0,8174504915,49.0
2903,The Great Book of Puzzles & Teasers,by George J. Summers,4.2,68.0,8172242212,60.0
2904,Catalyst,by Chandramouli Venkatesan,4.6,246.0,0143442473,164.0
2906,5th Activity Book - Maths (Kid's Activity Books),by Dreamland Publications,4.4,54.0,8184516533,84.0
2907,The Little Book of Comfort,by Bond Ruskin,,,0670092290,175.0
2908,"7mm Paper and Board My Doodle Pad Mini Sketch Book, 100 Pages (14.5 x 20 cm)",by 7mm,4.0,12.0,B07CVZXSR1,250.0
2909,"National Geographic Answer Book, Updated Edition: 10,001 Fast Facts About Our...",by National Geographic,4.2,9.0,1426215908,639.0
2911,Our Environment - Textbook for Geography for Class - 7  - 762,by NCERT,4.2,48.0,8174507140,44.0
2912,Furniture Cafe Zigzag Corner Wall Mount Shelf Unit/Racks and Shelves/Wall Shelf...,by Furniture Cafe,4.4,35.0,B07FD6KDK9,990.0
2913,Copy Colour: Birds (Copy Colour Books),by Dreamland Publications,4.1,102.0,1730174507,42.0
2915,Happiness Express,by Khurshed Batliwala,5.0,32.0,9387894193,263.0
2916,My Baby Record Book,by Dreamland Publications,4.4,117.0,9350896540,175.0
